"area_name","Larger","EEZ_lat","EEZ_long","Region","Rfishers_km2r","HDI","meanTgrav_nh2","Tourists_km2l","meanTTpop_h","meanTTmarket_h","mpa_perc","popgrow_prop","pop_n","median_totalcatch_t","mean_totalcatch_t","mean_tcatch_notindus_t","mean_tcatch_onlyreported_t","mean_tcatch_notindus_onlyrep_t","VoiceAccountability","CoralReefArea_km2","tonnes_2008","tonnes_2009","tonnes_2010","tonnes_2011","tonnes_2012","tonnes_2013","tonnes_2014","mean_tonnes","mean_tonnes_reported","n_fishing_entities","fishing_entities","Country","spatial_tonnes_km2","spatial_tonnes_reported_km2","spatial_tonnes2008_km2","spatial_tonnes2009_km2","spatial_tonnes2010_km2","spatial_tonnes2011_km2","spatial_tonnes2012_km2","spatial_tonnes2013_km2","spatial_tonnes2014_km2"
"Qatar","",25.85023576,25.85023576,"I",24.42,0.83,289.08,146.38,1.428833333,2.3465,0.18,2,1779676,16854.05354,16915.09132,16915.09132,16350.85714,16350.85714,-1.012166,268.048426,9042.48298240348,7885.25524633588,7428.20653927361,6722.15773104865,6405.05491154051,7270.67246958196,8493.69431754273,7606.78917110383,6261.41988681446,16,"Saudi Arabia, Qatar, Bahrain, Korea (South), Spain, Qatar, Bahrain, United Arab Emirates, Saudi Arabia, Korea (South), Pakistan, Iran, China, Qatar, Bahrain, Qatar, Qatar, Bahrain, Saudi Arabia, Qatar, Bahrain, Korea (South), Spain, Qatar, Saudi Arabia, Qatar, Bahrain, Korea (South), Spain, Qatar, Qatar, Qatar, United Arab Emirates, Saudi Arabia, Qatar, United Arab Emirates, Korea (South), Spain, United Arab Emirates, Qatar, Saudi Arabia, Qatar, United Arab Emirates, Korea (South), Spain","Qatar ",28.3784138732597,23.3592861568024,33.7345125182846,29.4172786761146,27.7121811536905,25.0781466295521,23.8951409158452,27.1244736560474,31.6871635632836
"RÃ©union (France)","Reunion",-21.74209092,54.70225457,"I",87.46,0.88,344,139.98,4.598166667,7.288833333,26.17,0.13,830519,53.60354755,64.73352374,63.69551476,24.20001435,23.16200536,1.20914,12.183592,4.37739649,29.810041773,21.04181166,57.56758417,39.410433751,82.716083117,22.057981044,36.7116188578571,13.6775938984286,5,"RÃ©union (France), Spain","Réunion ",3.01320159587231,1.12262409135406,0.359286201474902,2.44673670728632,1.72706141669879,4.72500919022896,3.23471384719712,6.78913764651672,1.81046616170338
"Saint Kitts & Nevis","",17.02489228,-62.85774593,"C",93.2,0.74,103.44,376.92,0.192666667,0.742666667,0.17,0.13,51445,425.8934792,412.1842544,412.1842544,103.6293735,103.6293735,1.165698,42.05309,260.692113709772,259.847376669805,259.891509188753,258.048455700995,225.921942904409,229.391664815992,267.775928103614,251.652713013334,59.2054581339943,4,"Saint Kitts & Nevis, Saba and Saint Eustaius (Netherlands)","Saint Kitts and Nevis ",5.98416699018632,1.40787414513403,6.19911910658105,6.17903171133927,6.18008115904807,6.13625433234503,5.37230303182024,5.45481116407837,6.3675684260922
"Saint Lucia","St Lucia",13.875941,-61.102578,"C",25.57,0.73,375.42,501.64,0.125,1.376333333,0.22,0.1,172580,177.2322658,179.9288391,179.9288391,178.085338,178.085338,1.202204,29.651474,201.992479683148,199.341235476934,190.489318313215,189.159222675087,201.053031877737,198.686834998421,180.009624519958,194.390249649214,174.174086462594,11,"Saint Lucia, Martinique (France), Grenada, Saint Lucia, Martinique (France), Saint Lucia, Saint Lucia, Martinique (France), Grenada, Saint Lucia","Saint Lucia ",6.55583765074257,5.87404479327381,6.81222389427076,6.72281032224347,6.42427821002137,6.37942055342973,6.78054088905451,6.70074057695819,6.07084910921995
"Saint Vincent & the Grenadines","",13.15185205,-61.69325445,"C",0.43,0.71,30.15,184.62,0.224333333,1.894833333,0.22,0.01,109315,391.4420126,442.5618384,312.3461908,325.5333696,253.1087574,1.13385,40.646402,256.022882292646,369.633139867502,344.277848553557,332.630715187982,249.833119920606,225.225756562285,258.524746648624,290.878315576172,211.964568049133,11,"Grenada, Saint Vincent & the Grenadines","Saint Vincent and the Grenadines ",7.1563115371484,5.21484209227504,6.2987834025911,9.09387108525626,8.47006946773682,8.18352175889964,6.14650024670342,5.54109946957384,6.36033532927771
"Samoa","Samoa",-13.27920631,-172.7613151,"P",9.5,0.69,138.81,43.11,0.143833333,1.695,0.09,0.07,186205,3416.159046,3453.44903,3453.44903,2594.075788,2594.075788,0.4342228,201.190184,3646.95439479312,3364.15885123733,3225.63638714806,3212.76167451817,3087.80675077159,3041.47619446725,3858.61344345196,3348.20109948393,3009.7405632202,7,"Samoa","Samoa ",16.6419704625546,14.9596789633643,18.1269002407847,16.721287213681,16.0327721910531,15.9687794436242,15.3477008141291,15.1174184246844,19.1789349099256
"Saudi Arabia","",21.59112414,38.60696575,"I",2.21,0.8,456.41,5.05,0.8575,5.039833333,1.53,0.32,27425676,30545.95381,17515.26489,12635.42101,12790.2004,9067.218701,-1.788064,4931.41801,24258.4598845721,23871.166422964,23376.3071085526,23813.4824499529,24123.7863595682,25204.9534261733,24964.8257989453,24230.4259215326,17400.5969177567,324,"Saudi Arabia, Korea (South), Spain, Saudi Arabia, Yemen, Saudi Arabia, Yemen, Egypt, Korea (South), Spain, Saudi Arabia, Korea (South), Spain, Saudi Arabia, Korea (South), Spain, Saudi Arabia, Saudi Arabia, Spain, Korea (South), NA, Saudi Arabia, Saudi Arabia, Korea (South), Spain, Saudi Arabia, China, Pakistan, Korea (South), Iran, United Arab Emirates, Bahrain, Spain, Saudi Arabia, Iran, United Arab Emirates, Pakistan, Bahrain, China, Korea (South), Spain, Bahrain, Iran, Korea (South), Pakistan, Saudi Arabia, China, United Arab Emirates, Spain, Saudi Arabia, Bahrain, Korea (South), Spain, Saudi Arabia, Egypt, Korea (South), Spain, Saudi Arabia, Egypt, Korea (South), Spain, Saudi Arabia, Korea (South), Spain, Saudi Arabia, Korea (South), Spain, Saudi Arabia, Saudi Arabia, Spain, Korea (South), Saudi Arabia, Saudi Arabia, Korea (South), Spain, Saudi Arabia, Spain, Korea (South), Saudi Arabia, Korea (South), Spain, Saudi Arabia, United Arab Emirates, Korea (South), Spain, Saudi Arabia, United Arab Emirates, Korea (South), Spain, Saudi Arabia, Bahrain, Korea (South), Spain, Saudi Arabia, Jordan, Egypt, Israel, Saudi Arabia, Egypt, Korea (South), Spain, Saudi Arabia, Korea (South), Spain, Saudi Arabia, Spain, Korea (South), Saudi Arabia, Korea (South), Spain, Saudi Arabia, Spain, Korea (South), Saudi Arabia, Jordan, Egypt, Israel, Saudi Arabia, Jordan, Egypt, Israel, Saudi Arabia, Egypt, Korea (South), Spain, Saudi Arabia, Spain, Korea (South), Saudi Arabia, Korea (South), Spain","Saudi Arabia ",4.91348043755322,3.52851793996605,4.9191652046897,4.84062928240067,4.74028100257366,4.82893204381854,4.89185591459691,5.11109651930994,5.06240309548314
"Seychelles","Seychelles",-6.54178492,52.48150626,"I",0.05,0.74,32.53,380.43,4.427333333,13.7835,0.04,0.11,89770,1703.15,1872.361215,1872.287899,1597.35903,1597.285714,0.1016565,2283.817561,4397.80744796041,4036.44047770435,3740.2409867865,3476.37653286901,3013.82133913593,3618.02077790557,3536.83056759129,3688.50544713615,2654.72574603023,70,"NA, Seychelles, Spain, NA, Spain, Unknown Fishing Country, NA, Spain, Unknown Fishing Country, Seychelles, Spain, Seychelles, Spain, Seychelles, NA, Seychelles","Seychelles ",1.6150613385778,1.16240709913266,1.9256386863208,1.76740933541861,1.63771443510084,1.52217786229248,1.31964189723469,1.58419868543325,1.54864846824395
"Singapore","",1.30216572,103.9771322,"I",NA,0.91,7882.33,13049.86,0.135166667,0.666666667,0,0.26,5076732,486.5707071,490.4227553,490.4227553,169.1695214,169.1695214,-0.2089662,3.876426,84.1963928175946,92.6913792226595,63.087128051489,100.267943612605,122.618019424107,136.331209083407,144.326535077437,106.216943898471,41.687042380537,3,"Malaysia, Indonesia, Singapore, Thailand, Taiwan, China, Philippines","Singapore ",27.4007407592641,10.7539889528491,21.7201083724014,23.9115564756452,16.2745601364476,25.8660796343345,31.6317193786512,35.1693052010813,37.2318561162877
"Solomon Isl.","Solomon Islands",-10.04458677,163.6553905,"P",0.55,0.5,12.52,0.73,0.713333333,12.76233333,0.12,0.28,527790,15370.66301,15391.32944,15391.32944,7622.368713,7622.368713,0.065894,2975.522975,12407.0491739199,13382.6243757552,14375.7700748226,15404.5229342391,16246.6864076115,17212.3162961118,18224.6841129014,15321.9504821945,7552.11710323003,61,"NA, Solomon Isl., NA, Solomon Isl., Papua New Guinea, Solomon Isl., Solomon Isl., NA","Solomon Islands ",5.14933025586687,2.53808058841489,4.16970370525198,4.49757050716613,4.83134232052857,5.17708082366231,5.46011122888792,5.78463565589232,6.12486754967885
"Somalia","",4.91153157,48.41362865,"I",7.28,NA,1680.36,NA,0.202,1.618166667,0,0.34,12053223,32896.08332,33100.78123,5064.168161,8769.521099,1205.294906,-2.010569,508.030786,2939.66022340298,3003.09196982825,2795.0194028921,2794.70812508539,2867.41153113346,2805.04860249108,2894.25133115046,2871.3130265691,556.290705878029,78,"Thailand, Egypt, Somalia, Djibouti, Korea (South), Greece, Kenya, Spain, Thailand, Somalia, Yemen, Korea (South), Djibouti, Greece, Kenya, Egypt, Spain, Thailand, Egypt, Somalia, Djibouti, Korea (South), Greece, Kenya, Spain, Djibouti, Korea (South), Kenya, Somalia, Greece, Thailand, Yemen, Egypt, Spain, Thailand, Egypt, Somalia, Djibouti, Korea (South), Greece, Kenya, Spain, Thailand, Somalia, Yemen, Korea (South), Djibouti, Greece, Kenya, Egypt, Spain, Djibouti, Korea (South), Kenya, Somalia, Greece, Thailand, Yemen, Egypt, Spain, Thailand, Egypt, Somalia, Djibouti, Korea (South), Greece, Kenya, Spain, NA, Thailand, Somalia, Yemen, Korea (South), Djibouti, Greece, Kenya, Egypt, Spain, Djibouti, Korea (South), Kenya, Somalia, Greece, Thailand, Yemen, Egypt, Spain, Thailand, Egypt, Kenya, Greece, Djibouti, Korea (South), Somalia, Spain, Thailand, Somalia, Greece, Egypt, Kenya, Djibouti, Korea (South), Spain, Kenya, Tanzania, Thailand, Greece, Somalia, Egypt, Djibouti, Korea (South), Spain, Thailand, Somalia, Djibouti, Egypt, Greece, Korea (South), Kenya, Spain, Thailand, Somalia, Greece, Egypt, Korea (South), Djibouti, Kenya, Spain, Thailand, Greece, Somalia, Korea (South), Egypt, Djibouti, Kenya, Spain, Thailand, Somalia, Djibouti, Kenya, Egypt, Korea (South), Greece, Spain, Thailand, Greece, Egypt, Somalia, Korea (South), Djibouti, Kenya, Spain, Thailand, Somalia, Greece, Egypt, Korea (South), Djibouti, Kenya, Spain, Thailand, Somalia, Djibouti, Kenya, Egypt, Korea (South), Greece, Spain, Thailand, Greece, Egypt, Somalia, Korea (South), Djibouti, Kenya, Spain, Thailand, Somalia, Greece, Egypt, Korea (South), Djibouti, Kenya, Spain, Thailand, Egypt, Somalia, Greece, Korea (South), Djibouti, Kenya, Spain, NA, Thailand, Somalia, Djibouti, Kenya, Egypt, Korea (South), Greece, Spain, Thailand, Greece, Somalia, Korea (South), Egypt, Djibouti, Kenya, Spain, Thailand, Egypt, Kenya, Greece, Djibouti, Korea (South), Somalia, Spain, Thailand, Somalia, Greece, Egypt, Kenya, Djibouti, Korea (South), Spain, NA, NA, Thailand, Egypt, Kenya, Greece, Djibouti, Korea (South), Somalia, Spain, Thailand, Somalia, Greece, Egypt, Kenya, Djibouti, Korea (South), Spain, Kenya, Tanzania, Thailand, Greece, Somalia, Egypt, Djibouti, Korea (South), Spain, Thailand, Egypt, Kenya, Greece, Djibouti, Korea (South), Somalia, Spain, Thailand, Somalia, Greece, Egypt, Kenya, Djibouti, Korea (South), Spain, Kenya, Tanzania, Thailand, Greece, Somalia, Egypt, Djibouti, Korea (South), Spain, NA, Thailand, Somalia, Greece, Egypt, Kenya, Djibouti, Korea (South), Spain, Kenya, Tanzania, Thailand, Greece, Somalia, Egypt, Djibouti, Korea (South), Spain, NA, Thailand, Somalia, Greece, Egypt, Kenya, Djibouti, Korea (South), Spain, Thailand, Somalia, Djibouti, Kenya, Egypt, Korea (South), Greece, Spain, Thailand, Greece, Egypt, Somalia, Korea (South), Djibouti, Kenya, Spain, Thailand, Djibouti, Kenya, Korea (South), Somalia, Greece, Egypt, Spain, Thailand, Somalia, Greece, Egypt, Korea (South), Djibouti, Kenya, Spain, Thailand, Greece, Egypt, Somalia, Korea (South), Djibouti, Kenya, Spain, Thailand, Somalia, Greece, Egypt, Korea (South), Djibouti, Kenya, Spain, Thailand, Greece, Somalia, Korea (South), Egypt, Djibouti, Kenya, Spain, Thailand, Djibouti, Kenya, Korea (South), Somalia, Greece, Egypt, Spain, Thailand, Greece, Somalia, Korea (South), Egypt, Djibouti, Kenya, Spain, Thailand, Somalia, Greece, Egypt, Korea (South), Djibouti, Kenya, Spain, Thailand, Egypt, Kenya, Greece, Djibouti, Korea (South), Somalia, Spain, NA, Kenya, Tanzania, Thailand, Greece, Somalia, Egypt, Djibouti, Korea (South), Spain, Thailand, Somalia, Greece, Egypt, Kenya, Djibouti, Korea (South), Spain, NA","Somalia ",5.65184848181445,1.09499408541361,5.78638205481308,5.91124013068816,5.50167328420938,5.50106056975333,5.64416883809371,5.52141460673425,5.69699988840924
"South Africa (Indian Ocean Coast)","",-26.8471,36.533,"I",NA,0.64,229.67,6.66,0.2555,2.433333333,12.08,0.13,51584663,1131.037186,1143.485733,1076.619942,66.86579097,0,0.6020697,1.404362,49.2388036590523,45.1160709012067,46.1804559232087,41.3718632886976,49.4842575069564,50.787146199851,48.500521885894,47.239874194981,26.2232233294264,3,"Mozambique, South Africa, Unknown Fishing Country, Mozambique, South Africa, Unknown Fishing Country, South Africa, Unknown Fishing Country","South Africa ",33.6379610064791,18.6726950240938,35.0613329462434,32.1256705188596,32.8835840924268,29.4595434002754,35.2361125599784,36.1638567547762,34.5356267727936
"Sri Lanka","",7.89873952,83.37163062,"I",106.17,0.75,2742.56,10.43,0.223166667,2.443833333,0.07,0.08,20198353,20794.50124,23224.13277,14657.77374,8566.359035,0,-0.5052291,122.547481,12666.1868889112,12143.4897152459,10280.0153972574,11553.2768475167,7999.64316652973,7563.82749643231,6547.46661619805,9821.98658972733,1200.17279291952,43,"Sri Lanka, India, Thailand, Sri Lanka, Thailand, India, Sri Lanka, India, Sri Lanka, Thailand, India, Sri Lanka, Thailand, India, Sri Lanka, India, Sri Lanka, India, Thailand, Sri Lanka, India, Sri Lanka, India, Thailand, Sri Lanka, Thailand, India, Sri Lanka, India, Sri Lanka, India, Thailand, Sri Lanka, India, Sri Lanka, Thailand, India, Sri Lanka, India, Thailand","Sri Lanka ",80.1484168387544,9.79353294842117,103.357382669589,99.0921201819393,83.8859788334397,94.2759227137171,65.2779078056262,61.721607288136,53.4279983788328
"St Barthelemy (France)","",18.147784,-62.399177,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,147.7106227,116.0583464,116.0583464,23.21166928,23.21166928,NA,10.771608,68.7424619879939,68.5129493758359,68.5072599796386,126.611748478023,125.705789910131,125.812635118068,127.057620348201,101.564352171127,20.8330287362926,4,"Saint Kitts & Nevis, St Barthelemy (France), Dominica, Saba and Saint Eustaius (Netherlands), Sint Maarten","Saint Barthélemy ",9.42889419770264,1.9340685936856,6.38181987201855,6.3605126900121,6.35998450552959,11.7542105577944,11.6701043994667,11.680023550622,11.7956038084751
"St Martin (France)","",17.3683,-63.39418,"C",NA,0.88,148,NA,0.116666667,0.933333333,96.57,0.07,30235,160.5494506,244.6467818,244.6467818,48.92935636,48.92935636,1.202857,6.980529,255.347213877614,240.415984091878,245.603660513182,189.78550505605,189.80706552855,201.948266874783,203.062211026131,217.995700995456,86.8230701670026,10,"Anguilla (UK), St Martin, Dominica, Sint Maarten, Anguilla (UK), Dominica, Anguilla (UK), St Martin, Dominica, Sint Maarten","Saint Martin (French part) ",31.2291089966757,12.4378926249003,36.5799230799864,34.4409405206794,35.1841043154726,27.187839926752,27.1909285855772,28.9302238948915,29.0898026533707
"Sudan","",19.787633,38.163147,"I",0.03,0.46,65.04,0.21,0.761833333,4.598333333,15.96,0.26,34385963,1026.277559,1040.684929,1024.937043,943.5299342,929.7419455,-1.72559,1259.474662,914.171940034119,893.315167572218,855.943729596403,860.804747778557,596.711811311263,779.319527180991,933.401445515025,833.381195569797,669.16454802166,10,"Sudan, Egypt, Sudan, Eritrea, Sudan, Egypt, Sudan, Egypt, Sudan, Egypt, Egypt, Sudan","Sudan ",0.66168952874877,0.531304494017411,0.725835912079761,0.709276013662447,0.679603770858871,0.683463330982483,0.473778337361473,0.618765546218659,0.741103790077696
"Taiwan","",21.57382495,118.86224,"P",50.91,NA,372.6,NA,1.999166667,5.7585,NA,0.06,23102406,1352.498704,1230.106262,304.8663591,696.9106181,139.3359498,0.8312752,377.013672,87733.0274349317,81430.3297752754,83208.8913236607,82516.3198004865,83955.8719505796,82221.7383373229,88582.983943685,84235.5946522774,82224.451013534,13,"NA, China, Taiwan, Hong Kong, China, Taiwan, Hong Kong, Taiwan, Hong Kong, China, NA","Taiwan, Province of China ",223.42848789918,218.094082841468,232.705161511839,215.987736845987,220.705235654321,218.868242530171,222.686544774906,218.086887674787,234.959606302248
"Tanzania","Tanzania",-7.21340065,41.1640054,"I",4.52,0.5,905.26,0.85,0.380333333,2.627166667,2.5,0.35,46098591,29076.38559,30150.42078,29877.62742,24278.87051,24278.86438,-0.1308912,5362.472549,23131.1668341869,23192.6312272987,26935.1164623799,25112.2336247104,28065.9433791232,34120.5614537915,37016.8238167823,28224.9252568961,22701.6603591504,449,"Tanzania, Tanzania, Tanzania, Unknown Fishing Country, Kenya, Tanzania, Tanzania, Kenya, Tanzania, Tanzania, Unknown Fishing Country, Tanzania, Mozambique, Unknown Fishing Country, Tanzania, Tanzania, Unknown Fishing Country, Tanzania, Mozambique, Unknown Fishing Country, Tanzania, Unknown Fishing Country, Tanzania, Mozambique, Unknown Fishing Country, Tanzania, Unknown Fishing Country, Tanzania, Tanzania, Mozambique, Unknown Fishing Country, Tanzania, Unknown Fishing Country, Tanzania, Mozambique, Unknown Fishing Country, Tanzania, Unknown Fishing Country, Tanzania, Kenya, Tanzania, Tanzania, Kenya, Tanzania, Kenya, Tanzania, Kenya, Tanzania, Kenya, Tanzania, Tanzania, Tanzania, NA, Kenya, Tanzania, Tanzania, Kenya, Tanzania, Tanzania, Unknown Fishing Country, Tanzania, Tanzania, Mozambique, Unknown Fishing Country, Kenya, Tanzania, Tanzania, Kenya, Tanzania","Tanzania, United Republic of ",5.263416269079,4.2334315284064,4.31352638597664,4.32498833614052,5.02289125329001,4.68295798164848,5.2337691470993,6.3628412345261,6.90293954487194
"Thailand","",9.01350012,96.94251638,"P",792.49,0.72,235.47,31.19,0.305166667,2.330166667,1.88,0.07,67208808,155533.5059,121117.1368,45193.92486,83727.79695,12047.34448,-0.495822,185.496398,11203.6510795207,10720.9011537051,10712.4305892701,11643.0405725752,12372.8907677514,11279.961649378,10179.2727822484,11158.8783706356,4273.41102691,31,"Thailand, Thailand, Cambodia, Thailand, Thailand, Cambodia, Thailand, Malaysia, Thailand, Thailand, Malaysia, Thailand, Cambodia, Thailand, Thailand","Thailand ",60.1568466609015,23.0377035510415,60.3982136597642,57.7957376493376,57.7500733425027,62.7669361675434,66.701514968239,60.8095993830459,54.8758514558779
"Timor Leste","",-9.12502487,126.4721731,"I",3.04,0.61,109.57,2.69,0.154,2.7035,1.37,0.27,1109591,2059.366802,2062.360441,2062.360441,1048.4317,1048.4317,0.0616594,37.130507,1274.97184210331,1271.33416911194,1281.20595070953,1328.94159908208,1374.51849323906,1414.36191028422,1450.60054590633,1342.27635863378,729.927311867127,70,"Timor Leste, Timor Leste, Malaysia, Indonesia, China, Philippines, Taiwan, Thailand, Timor Leste, Malaysia, Thailand, Timor Leste, Timor Leste, Malaysia, Indonesia, Thailand, Philippines, China, Taiwan, Timor Leste, Malaysia, Indonesia, Thailand, Philippines, China, Taiwan, Timor Leste, Timor Leste, Malaysia, Indonesia, Philippines, China, Thailand, Taiwan, Timor Leste, Malaysia, Indonesia, Philippines, China, Thailand, Taiwan, Timor Leste, Malaysia, Indonesia, China, Philippines, Taiwan, Thailand, Timor Leste, Malaysia, Indonesia, Thailand, Philippines, China, Taiwan, Timor Leste, Malaysia, Indonesia, Philippines, China, Thailand, Taiwan, Timor Leste, Malaysia, Indonesia, China, Philippines, Taiwan, Thailand, Timor Leste, Malaysia, Indonesia, China, Philippines, Taiwan, Thailand, Timor Leste, Malaysia, Indonesia, Thailand, Philippines, China, Taiwan, Timor Leste, Malaysia, Indonesia, China, Philippines, Taiwan, Thailand, Timor Leste, Malaysia, Indonesia, Philippines, China, Thailand, Taiwan, Timor Leste, Timor Leste, Malaysia, Indonesia, China, Philippines, Taiwan, Thailand, Timor Leste, Malaysia, Thailand, Timor Leste, Malaysia, Indonesia, China, Philippines, Taiwan, Thailand, Timor Leste, Timor Leste, Malaysia, Thailand","Timor-Leste ",36.1502297459548,19.6584256677973,34.3375823579062,34.2396124327615,34.5054795699271,35.7910975759658,37.0185759445478,38.0916401244999,39.0676202160754
